"","date","co2","ch4","co","h20","cav.p","T0","T1","T2","lon","lat","alt.uav","alt.p","amb.press","pump.press","uav.speed"
"132",2020-02-25 10:54:06,424.086143855214,2117.12229506296,149.023299364906,0.0123827720035262,80.0122160396667,13.047,13.742,13.737,8.60615937750143,47.3894978790365,5.05294133816471,5.58748941973013,955.87,331.5,1.58764969050729
"133",2020-02-25 10:54:08,424.042623745528,2133.56968094635,149.317435490372,0.0111283063750524,80.0078284483333,13.06,13.737,13.717,8.60617641838792,47.3895216711456,5.07000016224,4.38021550823678,956.26,339.39,0.9230015299648
"134",2020-02-25 10:54:10,423.946915155607,2155.46459212958,147.898657337128,0.0107949188340262,79.9980389116667,13.049,13.732,13.718,8.60618573326684,47.3895356865868,5.1000001632,1.54207558164768,956.58,331.89,0.605883357251765
"135",2020-02-25 10:54:12,423.851206565687,2177.35950331281,146.479879183884,0.010461531293,79.988249375,13.035,13.7265,13.708,8.60619476244653,47.3895490311204,5.1000001632,1.52529541474389,956.48,338.915,0.555000919968
"136",2020-02-25 10:54:14,423.753399620438,2199.96007681773,144.837431993132,0.0116707796492011,79.988249375,13.017,13.728,13.696,8.60620658425046,47.389557411658,5.1000001632,3.27177121878386,956.26,331.93,0.434706602921412
"137",2020-02-25 10:54:16,423.68690502718,2235.03221871823,149.327421045153,0.013018006324,79.958324259,13.029,13.73,13.686,8.60622106330168,47.3895603324172,5.1000001632,4.31308570329041,956.06,335.36,0.627778818382222
"138",2020-02-25 10:54:18,423.644977328765,2270.51142458821,156.201146575366,0.013018006324,79.996038146,13.006,13.705,13.678,8.60623905562811,47.3895626865106,5.1000001632,6.06003428810409,956.26,333.11,0.686876138564
"139",2020-02-25 10:54:20,423.629825590206,2282.33259572372,158.491765981609,0.0127027193038462,79.996038146,12.988,13.682,13.665,8.60626085718664,47.3895697175908,5.1000001632,4.27952080160183,956.38,337.69,0.945264724762947
"140",2020-02-25 10:54:22,423.614673851646,2294.15376685922,160.782385387852,0.0123874322836923,79.996038146,12.993,13.713,13.668,8.60628535476397,47.3895754858659,5.02941192564706,3.20464484268129,956.77,335.56,0.967648662795294
"141",2020-02-25 10:54:24,423.454983218094,2301.68900195688,159.510556158988,0.011742134967,79.986724854,12.978,13.688,13.657,8.60631148877049,47.3895779993551,5.01333349376,-0.250195440570727,956.58,341.24,0.809334674884267
"142",2020-02-25 10:54:26,423.259267995391,2296.95585375841,155.41737436941,0.011742134967,79.978939962,12.968,13.686,13.653,8.60632237132937,47.3895778899975,5.1000001632,1.40783424991,956.02,344.16,0.278750462056
"143",2020-02-25 10:54:28,423.194357736875,2295.37959976849,154.053141570882,0.0118302259821644,79.978939962,12.957,13.679,13.646,8.60632283625601,47.3895907550162,5.0368422664421,6.3288955292797,956.38,340.41,1.15737033950653
"144",2020-02-25 10:54:30,423.129447478359,2293.80334577857,152.688908772355,0.0119183169973288,79.978939962,12.945,13.683,13.642,8.6063359553477,47.3896118662552,5.02666682752,3.13751846862508,956.38,332.99,1.19866865357653
"145",2020-02-25 10:54:32,422.979010640176,2259.15366116315,153.476133122349,0.012178252105,80.030371839,12.95,13.656,13.63,8.60634846236473,47.3896236103944,5.02666682752,4.17882609963515,956.26,331.5,0.578667625864533
"146",2020-02-25 10:54:34,422.847820856049,2209.58757448524,156.59316497959,0.012178252105,80.033502999,12.95,13.655,13.632,8.60636481771936,47.3896320037097,5.03529427877647,3.10395528236436,956.38,333.23,0.608824538597647
"147",2020-02-25 10:54:36,422.761500431155,2176.54834242223,158.671781568935,0.012484396813525,80.033502999,12.944,13.641,13.613,8.60637605342557,47.3896373964732,5.09500016304,2.02919369668758,956.5,332.09,0.4910008138816
"148",2020-02-25 10:54:38,422.697387244679,2132.21275622525,155.785542380198,0.012967796741,80.014862061,12.947,13.631,13.625,8.60638927744121,47.3896474944507,5.1000001632,5.18667294626606,956.14,333.82,1.08666846792533
"149",2020-02-25 10:54:40,422.680720013311,2111.43272202562,152.795447694073,0.012967796741,80.0119225135,12.9365,13.6325,13.614,8.60641233002561,47.3896634856735,5.09333349632,4.81714657621469,956.435,335.44,0.890668143035733
"150",2020-02-25 10:54:42,422.664052781944,2090.65268782599,149.805353007948,0.012967796741,80.008982966,12.946,13.617,13.597,8.60642620622411,47.3896697557659,5.00000016,0.30394039666705,956.34,338.2,0.637059879518118
"151",2020-02-25 10:54:44,422.640222037333,2062.93953060972,145.817787302746,0.0125356963421231,80.008982966,12.925,13.618,13.59,8.60643983595158,47.389681354155,5.00000016,3.37273006586741,956.26,327.31,0.981668293877333
"152",2020-02-25 10:54:46,422.726431987517,2039.2944907708,142.843481703966,0.011851351685,79.984466726,12.923,13.598,13.575,8.6064530985735,47.3896996465406,5.00000016,4.06134895324119,956.38,328.34,1.06411941094024
"153",2020-02-25 10:54:48,422.879151619311,2025.40167622446,141.432737174814,0.011851351685,79.98517447,12.907,13.589,13.576,8.6064645683889,47.3897191553134,5.00000016,2.63381390496573,956.46,343.13,1.11250184408
"154",2020-02-25 10:54:50,422.929682776175,2020.76926808659,140.962314570743,0.0117505433272526,79.98517447,12.911,13.593,13.603,8.60647622135635,47.389741391414,5.00000016,4.02778405543873,956.26,324.32,1.32666886574933
